,date,open,high,low,close,volume,trades
58,2013-12-05,1088.62278,1110.0,855.7,1032.05233,64.63659979,607
59,2013-12-06,1032.05233,1065.22702,838.51515,864.78197,62.70884907,1016
60,2013-12-07,866.89118,950.0,600.96141,699.42201,122.53190771,1362
61,2013-12-08,693.64295,801.45651,670.004,795.61257,47.86979453,382
62,2013-12-09,801.53386,914.29786,782.43239,899.72762,61.21825179,626
63,2013-12-10,899.72762,975.11,899.4394,959.11111,69.81681796,351
64,2013-12-11,954.64274,979.23,820.0,883.78144,43.04402339,437
65,2013-12-12,883.78144,919.07787,857.37669,873.0,7.80763188,114
66,2013-12-13,881.4786,916.59561,853.07,878.79707,26.09102401,236
67,2013-12-14,885.34561,885.34561,850.0,862.17448,12.19367696,128
68,2013-12-15,870.6966,885.0,820.0,863.71354,35.68524806,257
69,2013-12-16,863.70354,884.0,662.6585,709.93373,66.58353692,669
70,2013-12-17,715.659,758.84502,674.73714,702.0,60.74600195,420
71,2013-12-18,698.61378,698.61378,380.0,528.0,211.20742328,1830
72,2013-12-19,533.3138,700.0,517.62147,699.81249,39.80196826,533
73,2013-12-20,699.80249,718.21618,614.51908,665.44627,47.98477468,484
74,2013-12-21,656.24474,700.0,605.0,621.45299,11.70379853,195
75,2013-12-22,614.99785,681.38026,605.0,641.0361,54.24804243,392
76,2013-12-23,633.71842,680.0,633.71842,655.22662,27.57428664,232
77,2013-12-24,666.03821,683.7417,642.0,659.79308,10.9802126,236
78,2013-12-25,659.79308,684.51009,642.0,676.0,10.88939226,152
79,2013-12-26,684.53009,771.0,676.0,752.33596,68.93004264,1001
80,2013-12-27,757.65272,769.005,714.14721,731.86466,33.27565259,496
81,2013-12-28,734.43518,745.2,715.52601,719.0,7.62895657,162
82,2013-12-29,732.23935,744.31657,715.0,733.0451,6.19965595,169
83,2013-12-30,742.67124,751.0,731.85612,749.0,8.82861977,169
84,2013-12-31,749.0,750.0,730.0,739.73114,8.37272266,155
85,2014-01-01,737.15115,759.1104,737.15115,753.99,10.12692303,140
86,2014-01-02,750.11583,817.56149,750.0,788.30421,19.81338285,311
87,2014-01-03,784.68606,819.9,771.17795,808.51778,75.69532024,260
88,2014-01-04,808.42694,840.0,783.02,827.64784,33.22655577,140
89,2014-01-05,828.69,980.0,827.4135,904.75,54.94914033,691
90,2014-01-06,908.24999,1019.0,886.43973,919.11176,75.0963876,824
91,2014-01-07,916.81972,945.0,810.0,810.0,49.40815708,723
92,2014-01-08,810.0,899.84281,788.0,824.98287,19.18275555,425
93,2014-01-09,825.56345,870.0,807.42084,841.86934,8.1583345,192
94,2014-01-10,839.99,857.34056,817.0,857.33056,8.02451046,134
95,2014-01-11,858.2,918.05471,857.16554,899.84105,18.74828487,117
96,2014-01-12,899.96114,900.93989,833.00001,860.0,25.42943314,385
97,2014-01-13,847.32152,859.99999,815.0,835.0,25.86912661,486
98,2014-01-14,835.0,877.293,805.0,831.0,31.66288131,188
99,2014-01-15,831.0,864.0,828.0,850.00364,6.70756459,95
100,2014-01-16,853.0,865.0,824.0,826.97077,28.6020137,496
101,2014-01-17,824.1264,835.06427,788.0,804.0,26.35803928,378
102,2014-01-18,812.90538,844.14159,807.74074,819.51,18.76832727,163
103,2014-01-19,819.51,848.9,819.51,835.0,11.93959203,47
104,2014-01-20,843.94804,855.0,830.1,843.76589,4.44675857,84
105,2014-01-21,840.0,845.98999,820.1,829.01,6.89537424,62
106,2014-01-22,829.0,834.53144,821.0,830.88999,1.71261648,17
107,2014-01-23,822.4,830.88899,821.0,830.88897,11.58125085,67
108,2014-01-24,830.88897,835.48427,783.0,803.01935,25.00906729,159
109,2014-01-25,803.01936,830.0,795.07478,812.02,9.92963832,126
110,2014-01-26,818.0,840.0,813.0,826.72139,6.56973636,128
111,2014-01-27,826.70102,840.0,780.0,780.0,35.69920751,136
112,2014-01-28,780.0,830.0,775.0,815.99,15.75364425,113
113,2014-01-29,815.99,826.22571,795.0,795.0,18.92440096,136
114,2014-01-30,802.4522,815.23135,787.01,808.0,27.02869698,279
115,2014-01-31,808.0,812.63409,801.0,812.19037,12.86179583,245
116,2014-02-01,807.30274,835.0,803.41261,825.0,6.46833713,43
117,2014-02-02,828.99,835.0,814.86431,814.86431,7.24707014,33
118,2014-02-03,814.86431,819.8,803.64931,819.78,7.27266388,95
119,2014-02-04,808.0,819.78,799.579,802.4,11.42593687,169
120,2014-02-05,802.4,815.89934,802.4,802.5,16.58783411,119
121,2014-02-06,802.5,803.72713,767.60884,767.60884,33.59212509,300
122,2014-02-07,775.2051,775.2051,666.35039,714.12206,64.82321221,842
123,2014-02-08,711.41118,730.0,680.01,699.30255,31.04225383,298
124,2014-02-09,692.37535,756.0998,684.85098,689.0,38.29127444,376
125,2014-02-10,686.83613,748.0,550.0,690.2,29.85666843,472
126,2014-02-11,690.2,720.0,660.0,714.56111,33.33127352,425
127,2014-02-12,709.93,709.93,651.30901,670.6659,17.64185053,112
128,2014-02-13,671.0,680.0,595.6295,623.94582,44.67622419,451
129,2014-02-14,629.07483,710.0,586.43,670.33964,42.44993091,458
130,2014-02-15,667.04394,682.78028,646.87689,659.2834,12.18856928,212
131,2014-02-16,665.80764,668.82486,600.0,624.73111,21.45359725,384
132,2014-02-17,636.26205,679.05833,593.67544,638.1016,36.38625764,298
133,2014-02-18,639.69685,652.50738,623.0,636.5201,20.84473994,206
134,2014-02-19,634.9328,640.0,602.90667,630.16179,13.0034361,95
135,2014-02-20,631.74114,641.3624,561.14602,561.14602,52.55553649,487
136,2014-02-21,567.26572,597.05351,547.72277,572.2744,25.78998983,287
137,2014-02-22,580.86,620.9,567.54517,610.04308,13.25737802,151
138,2014-02-23,610.11854,650.27996,600.91198,616.88,21.04015547,179
139,2014-02-24,610.97061,616.90079,540.63608,572.0,29.69798167,366
140,2014-02-25,565.38324,568.09339,450.0,535.59831,60.1436847,595
141,2014-02-26,540.89861,650.0,540.89861,587.27133,105.9319009,748
142,2014-02-27,599.00654,629.9,580.5,596.48629,45.76669364,571
143,2014-02-28,589.08864,599.0,570.0,573.94119,29.32087731,218
144,2014-03-01,570.0,605.0,550.0,575.0,8.04168109,84
145,2014-03-02,575.0,588.079,572.41339,578.0,2.16169433,25
146,2014-03-03,583.73562,700.0,583.73562,666.9435,67.8440946,300
147,2014-03-04,675.0,720.0,661.47675,680.6,27.72139328,341
148,2014-03-05,680.6,690.17141,660.01,680.99,5.23012654,58
149,2014-03-06,670.01,693.0,660.1,666.70413,7.41231484,63
150,2014-03-07,670.0829,680.463,628.73046,636.20048,10.85544957,126
151,2014-03-08,648.91429,667.98953,623.0,636.0088,4.19914366,70
152,2014-03-09,642.401,658.0,629.05259,647.9349,2.01748158,24
153,2014-03-10,641.99,684.5,630.0,642.0757,6.30764832,112
154,2014-03-11,646.93423,665.93423,560.0,641.0,18.48654959,107
155,2014-03-12,648.14505,660.0,550.275,632.31094,8.3160946,157
156,2014-03-13,644.429,657.99101,620.0,653.39758,4.38727322,44
157,2014-03-14,653.39758,654.91385,550.0,631.23955,24.63109263,56
158,2014-03-15,631.25,646.0,618.29313,646.0,3.19846133,32
159,2014-03-16,646.0469,652.0,639.0,651.95,7.61949564,18
160,2014-03-17,641.14149,641.14149,616.00101,637.73128,1.9084555,15
161,2014-03-18,628.0,633.989,610.01,619.78308,9.0488114,62
162,2014-03-19,622.0,633.663,612.22,620.062,5.52856344,46
163,2014-03-20,621.08659,625.01788,590.0,590.0,7.82790364,94
164,2014-03-21,590.0,615.22654,580.0,590.0,16.27100015,285
165,2014-03-22,590.0,596.0,554.05,572.29918,11.83805962,155
166,2014-03-23,576.36897,596.0,566.35804,568.53521,1.31873908,46
167,2014-03-24,574.22,592.53871,554.50454,585.40025,5.68481521,50
168,2014-03-25,584.0,591.14973,579.0,584.0,5.97791428,31
169,2014-03-26,579.05,641.14149,579.0,585.0851,13.08114995,99
170,2014-03-27,585.1,599.27378,500.01,512.7888,35.31377035,409
171,2014-03-28,507.71418,553.0,500.0,516.48107,43.68897138,338
172,2014-03-29,511.37991,518.0,505.0,514.99,6.10790794,49
173,2014-03-30,506.17549,506.17549,436.07375,462.47601,33.23922152,815
174,2014-03-31,468.76285,530.0,443.35,462.38593,17.58660863,203
175,2014-04-01,465.33984,503.23111,465.2,489.0,20.24699944,152
176,2014-04-02,489.0,497.1468,443.625,443.625,12.40566408,76
177,2014-04-03,440.01,463.7,426.45421,461.85,16.79680298,145
178,2014-04-04,454.06034,550.0,440.0,458.84148,19.87883682,282
179,2014-04-05,453.38455,467.85,447.56953,467.85,0.94414487,20
180,2014-04-06,467.838,469.43834,450.0,461.81827,5.1169521,28
181,2014-04-07,465.49125,475.32049,450.0,462.07946,7.08636684,41
182,2014-04-08,465.8142,465.8242,450.0,458.87469,3.46875095,46
183,2014-04-09,459.21387,462.09031,450.0,452.99853,1.13219204,17
184,2014-04-10,450.01,450.01,368.13673,371.7835,17.22029124,116
185,2014-04-11,368.10427,583.75327,353.75804,431.0,18.05442299,207
186,2014-04-12,431.01,450.0,429.01001,448.0,8.75071499,46
187,2014-04-13,429.00001,445.97999,407.07491,429.7899,9.31548393,27
188,2014-04-14,411.33828,480.06527,411.33828,451.05736,42.69095344,163
189,2014-04-15,472.77984,573.66927,450.49878,535.11388,31.04150095,530
190,2014-04-16,529.81309,544.56794,490.55578,523.53017,51.25685199,230
191,2014-04-17,523.53017,530.35862,495.53036,503.84789,16.07659504,152
192,2014-04-18,504.60219,515.0,477.19035,485.37368,31.4900663,142
193,2014-04-19,485.5939,525.28225,479.95971,504.49054,10.96943779,74
194,2014-04-20,506.21045,510.0,500.0,504.73422,1.540555,16
195,2014-04-21,507.0,517.31024,485.0,496.41683,17.33264568,54
196,2014-04-22,501.33676,510.49,484.62239,489.72443,7.48967694,44
197,2014-04-23,492.85243,497.73461,489.0,495.61699,7.02182626,36
198,2014-04-24,495.0,503.48132,490.00001,503.48132,3.58845262,18
199,2014-04-25,496.68623,496.68623,448.99999,471.43037,27.91399844,172
200,2014-04-26,466.81001,472.13557,456.75,463.70172,2.84557385,29
201,2014-04-27,463.6817,463.6817,435.0,435.0,3.75205363,35
202,2014-04-28,435.0,455.0942,429.0854,444.09466,5.28039881,91
203,2014-04-29,444.09466,454.62328,435.6527,445.67967,7.31102956,42
204,2014-04-30,450.08456,452.82438,441.23028,448.34318,9.05765928,32
205,2014-05-01,448.0,464.41767,448.0,459.32469,14.50944605,55
206,2014-05-02,456.08044,456.08044,446.49411,455.16381,7.07584484,20
207,2014-05-03,450.279,452.07737,432.4255,441.03514,8.50354106,53
208,2014-05-04,436.71066,445.40401,431.16639,441.99999,1.77169072,27
209,2014-05-05,436.59405,439.99999,429.18,429.18,5.65738445,39
210,2014-05-06,429.18,439.68974,422.19,431.86952,5.74595495,110
211,2014-05-07,431.86951,452.74422,431.61274,441.88615,20.36100047,56
212,2014-05-08,446.26122,451.99976,441.809,448.26174,5.78832423,25
213,2014-05-09,441.809,459.22214,441.809,450.62503,4.09387172,54
214,2014-05-10,450.62503,458.0,446.0967,454.98804,5.47533447,27
215,2014-05-11,450.48544,450.48544,432.87805,441.49669,11.52882673,57
216,2014-05-12,437.12758,445.22171,432.21299,440.81786,7.19154535,42
217,2014-05-13,444.7599,444.7599,436.44999,440.779,4.50666206,30
218,2014-05-14,440.779,445.52,440.779,445.52,0.87112735,18
219,2014-05-15,440.89002,449.58704,440.89001,449.58704,3.01861596,15
220,2014-05-16,447.1,453.83236,447.1,453.83236,5.59012563,24
221,2014-05-17,450.53999,453.83236,446.20001,453.83236,0.20613549,8
222,2014-05-18,448.25001,453.80005,445.56,445.56,2.57977675,37
223,2014-05-20,449.995,498.83996,449.995,493.42751,25.27530064,122
224,2014-05-21,493.77,497.66941,490.84583,494.77454,4.23843949,34
225,2014-05-22,494.77454,530.0,494.77454,530.0,32.85014711,187
226,2014-05-23,530.0,548.05423,515.31152,521.46849,14.81544309,161
227,2014-05-24,520.3605,529.99999,515.20587,529.99999,2.61761047,35
228,2014-05-25,529.99999,589.0,529.99999,574.04983,15.82522002,184
229,2014-05-26,570.88904,589.10847,563.67667,583.19989,10.94860085,96
230,2014-05-27,583.2099,594.64098,538.83992,575.53537,26.97925274,291
231,2014-05-28,576.56534,589.16,565.21589,575.83232,5.44505641,52
232,2014-05-29,576.26171,576.26171,564.90155,570.4918,1.40277637,17
233,2014-05-30,570.49181,628.60534,566.15006,616.0802,18.17342865,133
234,2014-05-31,611.7129,629.0355,603.86986,629.0355,19.36684462,37
235,2014-06-01,627.0,673.37263,621.79217,628.96746,33.09343296,223
236,2014-06-02,633.74909,672.63919,621.79217,660.0,12.30851363,74
237,2014-06-03,663.29883,677.90898,652.26309,671.42938,14.68401162,57
238,2014-06-04,665.4967,665.4967,525.0,650.47674,59.16308711,130
239,2014-06-05,650.47674,669.74995,650.44672,657.01,15.16377686,26
240,2014-06-06,657.01,660.0,653.40266,653.40267,5.42016939,39
241,2014-06-07,655.3008,659.8,636.68008,659.8,4.59219475,21
242,2014-06-08,650.06533,659.8,646.001,656.43773,0.90148748,11
243,2014-06-09,654.51524,655.40593,636.50109,643.43801,4.63940113,42
244,2014-06-10,643.43801,657.71523,643.43801,646.88986,7.12894414,24
245,2014-06-11,649.93241,649.93241,617.99453,617.99453,19.60375825,112
246,2014-06-12,630.34421,637.06225,552.00001,571.13506,77.29542908,338
247,2014-06-13,582.39999,617.306,572.51819,589.68386,18.1016915,214
248,2014-06-14,583.86257,600.0,542.96197,565.181,16.63757925,233
249,2014-06-15,573.27782,595.38177,534.2759,595.38177,34.21065485,132
250,2014-06-16,589.48399,612.91177,574.17532,597.137,10.22317044,118
251,2014-06-17,597.13702,608.98256,586.25,608.974,2.80176761,27
252,2014-06-18,609.204,625.0,603.41,605.88912,10.00242965,89
253,2014-06-19,603.4,627.05395,594.115,595.93062,8.40599693,64
254,2014-06-20,595.80203,602.794,578.508,593.90308,5.80965283,49
255,2014-06-21,589.92084,598.50479,581.093,590.5874,0.76420897,10
256,2014-06-22,584.748,602.33414,584.748,596.23865,8.34380806,41
257,2014-06-23,590.36701,590.36701,584.42153,584.42153,2.63511541,24
258,2014-06-24,590.202,595.22794,576.12935,586.15372,2.85075357,43
259,2014-06-25,575.0,575.00001,557.432,564.425,29.22933529,164
260,2014-06-26,568.44301,583.2618,568.44301,575.93045,2.77356002,12
261,2014-06-27,585.51881,599.99999,575.35,597.69266,21.76241551,80
262,2014-06-28,596.77207,604.382,590.21281,590.21281,4.45696487,24
263,2014-06-29,596.05353,602.302,589.76385,589.76385,0.68059782,6
264,2014-06-30,587.724,645.00088,587.724,637.0,18.97691245,106
265,2014-07-01,644.9,657.83319,634.164,640.0,12.74856305,44
266,2014-07-02,638.0,658.87046,638.0,646.57973,24.82344188,39
267,2014-07-03,644.50278,655.08161,638.8895,647.52335,13.32045092,46
268,2014-07-04,647.52335,652.78999,622.59501,635.25253,2.95964374,35
269,2014-07-05,628.267,634.607,618.0,628.98732,3.74096373,17
270,2014-07-06,629.5,639.48798,629.09801,629.09801,2.24834956,6
271,2014-07-07,627.62401,638.973,614.74121,625.98859,6.4662628,37
272,2014-07-08,620.75041,626.87452,614.74195,617.03703,1.43869931,21
273,2014-07-09,615.35044,627.89636,615.35044,627.89636,1.63253636,6
274,2014-07-10,632.10834,632.10834,614.47299,614.47299,0.64269544,13
275,2014-07-11,618.0,629.4561,614.81343,629.4561,1.5033953,13
276,2014-07-12,631.64564,639.38158,631.58744,639.38158,0.72466054,11
277,2014-07-13,632.0,653.49,625.28785,626.50085,1.01076695,20
278,2014-07-14,629.95001,632.67046,618.14322,626.23343,1.34438355,23
279,2014-07-15,620.02698,620.02698,620.02698,620.02698,0.18,2
280,2014-07-16,620.02697,626.16276,612.89942,625.22399,7.40718446,22
281,2014-07-17,625.224,630.00997,610.34746,624.97989,0.96305901,20
282,2014-07-18,624.55999,628.99999,615.17054,625.999,12.28947057,12
283,2014-07-19,628.99999,630.0,628.99999,630.0,1.55920445,5
284,2014-07-20,629.99899,629.99899,619.0,619.0,0.50676663,7
285,2014-07-21,629.76875,629.76875,629.76875,629.76875,0.00063515,1
286,2014-07-22,618.68819,618.68819,618.68818,618.68818,8.44036665,6
287,2014-07-23,623.98,623.98,610.0,618.62146,7.49582514,8
288,2014-07-24,612.5,623.43078,593.86453,605.63646,17.72326386,51
289,2014-07-25,600.00001,623.22268,593.8005,596.08217,8.67118094,117
290,2014-07-26,596.21431,607.95528,593.801,600.0,5.06278238,32
291,2014-07-27,600.0,600.0,600.0,600.0,0.1545,1
292,2014-07-28,593.80101,599.99999,574.57864,591.90124,4.09273484,87
293,2014-07-29,586.5,597.66468,575.0711,583.20902,2.67828707,35
294,2014-07-30,577.44182,588.98043,566.75121,566.75121,11.66910091,36
295,2014-07-31,573.13807,591.9492,567.62816,590.1668,33.04695941,65
296,2014-08-01,590.09699,602.36146,584.77374,596.4,3.04581682,12
297,2014-08-02,596.4,601.18073,590.4867,590.4867,2.57203495,17
298,2014-08-03,594.80131,594.80136,578.85629,578.85629,1.78503459,6
299,2014-08-04,579.32951,596.2458,579.32951,596.24532,4.11032835,10
300,2014-08-05,584.57433,598.03405,579.00019,579.00019,9.0423468,15
301,2014-08-07,584.26767,593.00001,577.23864,580.58354,16.81014655,50
302,2014-08-08,589.74092,590.0,583.91906,590.0,0.42726298,10
303,2014-08-09,583.93908,590.0,578.13503,590.0,7.80408715,13
304,2014-08-10,590.0,595.35548,583.24163,583.24163,1.65871468,6
305,2014-08-11,589.61366,595.36446,572.76593,572.76593,0.47791402,11
306,2014-08-12,572.76593,579.99771,566.99001,579.99771,3.81911972,15
307,2014-08-13,571.70103,571.70103,531.63618,535.08056,4.34921159,47
308,2014-08-14,535.00001,553.8341,501.0,523.75872,31.82821682,256
309,2014-08-15,525.0,530.0,501.0,529.99999,23.95719955,195
310,2014-08-16,501.1,529.85,500.0,503.52,11.01070929,115
311,2014-08-17,514.0,539.99462,500.0,500.0,2.65133722,32
312,2014-08-18,500.00001,505.0,455.0,455.0,28.54967639,112
313,2014-08-19,479.99799,500.5,460.3,474.02001,77.75579152,356
314,2014-08-20,495.0,530.0,477.0,530.0,13.53052555,142
315,2014-08-21,530.0,530.0,500.00642,505.0,4.62139148,10
316,2014-08-22,529.96506,529.96506,482.21557,529.95385,9.62058564,22
317,2014-08-23,529.95437,529.95437,482.27458,524.99999,0.563896,9
318,2014-08-24,524.87999,524.87999,524.87999,524.87999,0.7,1
319,2014-08-25,500.0,524.87998,490.10042,516.11742,26.86,244
320,2014-08-27,524.85421,524.85421,524.85358,524.85358,1.312091,3
321,2014-08-28,495.08275,495.08275,495.08275,495.08275,0.02382,1
322,2014-08-29,524.78733,524.87551,524.78733,524.87543,0.517827,7
323,2014-08-30,495.25973,524.76998,495.25973,524.26603,0.45841051,3
324,2014-08-31,495.26149,509.98296,490.5,509.98296,5.61203945,36
325,2014-09-01,490.01,490.01,490.01,490.01,0.09953429,1
326,2014-09-02,524.76939,524.76939,524.76939,524.76939,3.811e-05,1
327,2014-09-04,475.00156,475.00651,475.00081,475.00651,3.41005838,37
328,2014-09-06,524.77,524.77,524.77,524.77,0.176851,1
329,2014-09-07,500.0,500.0,480.00001,480.00001,1.24003,6
330,2014-09-08,524.77,524.77,465.00143,488.76711,41.14063936,245
331,2014-09-09,465.00415,475.0,465.00415,475.0,0.50774803,2
332,2014-09-10,475.00001,475.00001,475.00001,475.00001,0.02,2
333,2014-09-11,475.00013,475.00013,475.0,475.0,1.01078477,6
334,2014-09-13,474.76999,474.77,474.76999,474.77,0.14916,5
335,2014-09-14,490.0,490.0,490.0,490.0,0.21201223,2
336,2014-09-15,475.00001,475.00001,465.00781,465.00781,3.07923263,4
337,2014-09-16,499.98933,527.99987,465.0,465.00001,2.76320289,15
338,2014-09-17,465.00001,465.00001,445.00001,445.00001,5.14001826,57
339,2014-09-18,455.99999,503.18147,400.0,503.18147,18.12199892,166
340,2014-09-19,400.0,400.0,375.93621,375.93621,1.5,18
341,2014-09-20,466.666,466.666,385.00001,385.00001,0.15591857,3
342,2014-09-21,450.0,450.0,385.01001,385.01001,1.2,13
343,2014-09-22,424.99784,425.0,295.0,404.82901,24.17732817,143
344,2014-09-23,425.0,452.99999,420.01001,420.01001,7.70277355,71
345,2014-09-24,420.02001,449.18,412.33637,433.15178,3.287,20
346,2014-09-25,413.00001,415.0,397.0,397.0,4.51108142,47
347,2014-09-28,446.02134,449.99795,387.62584,390.0,10.77926916,50
348,2014-09-29,393.99982,393.99982,370.00545,370.94491,0.71554983,6
349,2014-09-30,370.1167,393.21657,370.1167,380.02001,6.67925623,9
350,2014-10-01,390.0,390.0,390.0,390.0,2.0,19
351,2014-10-02,380.05005,380.05005,370.10001,370.11002,0.275,4
352,2014-10-03,389.51342,389.97999,355.0,355.0,20.27,84
353,2014-10-04,359.97997,369.6289,322.11186,322.11186,38.10892397,90
354,2014-10-05,315.15148,330.0,273.32564,330.0,18.72145726,62
355,2014-10-06,320.00001,349.84513,300.0,349.84513,53.40589682,285
356,2014-10-07,315.06119,341.70602,315.06119,341.70602,0.421,7
357,2014-10-08,348.95949,370.0,348.95949,370.0,9.89973773,103
358,2014-10-09,335.46848,399.996,335.16179,370.19002,28.11519805,92
359,2014-10-10,366.99999,378.98999,355.5917,355.5917,7.77771339,41
360,2014-10-11,378.82957,378.99999,357.17516,357.17874,0.46176373,12
361,2014-10-12,359.53202,379.97,352.83413,379.97,16.64574342,30
362,2014-10-13,370.10392,400.0,370.10021,400.0,20.83296055,43
363,2014-10-14,400.0,418.98998,395.27823,411.25545,29.7296931,44
364,2014-10-15,395.04332,400.30913,385.47712,400.30913,11.22832406,24
365,2014-10-16,398.38752,398.38752,374.61003,389.14365,16.08419864,31
366,2014-10-17,385.8576,385.8576,376.73067,381.0105,0.05216063,5
367,2014-10-18,371.00373,395.79193,371.00373,395.79193,0.95977536,14
368,2014-10-20,391.24176,391.24176,391.24176,391.24176,0.05,1
369,2014-10-21,390.57523,391.58111,371.00001,391.58111,10.23525506,54
370,2014-10-22,391.58111,393.49234,371.37843,388.70532,2.34818827,9
371,2014-10-23,374.0,374.0,365.0,368.63955,11.95253549,20
372,2014-10-24,368.36564,373.69072,355.0,373.34819,7.60272215,32
373,2014-10-25,363.00001,363.00001,355.0,359.51172,7.81320053,13
374,2014-10-26,360.0,384.71905,360.0,362.5,6.12094841,18
375,2014-10-27,368.15412,368.15412,364.3,364.3,0.04323896,3
376,2014-10-28,352.01024,365.12521,352.01024,365.12521,0.58976373,4
377,2014-10-29,350.00001,350.00001,335.00987,335.06565,8.87321215,19
378,2014-10-30,335.00167,350.0,335.0,346.02084,7.56041171,23
379,2014-10-31,344.29,347.95,344.29,347.95,0.03559,2
380,2014-11-01,340.09209,340.15346,320.00001,320.00001,5.66358534,16
381,2014-11-02,320.00001,325.18843,320.00001,323.93959,0.11539963,4
382,2014-11-03,325.18843,325.18843,325.0,325.0,4.96861786,9
383,2014-11-04,325.0,330.0,325.0,325.0,16.8684394,20
384,2014-11-05,329.9967,348.20467,328.20467,328.20467,9.72999417,31
385,2014-11-06,349.1749,349.1749,348.0,348.0,0.04009,3
386,2014-11-07,333.0,348.0,333.0,347.07869,6.60293077,14
387,2014-11-08,341.08607,349.99681,330.16235,349.99681,4.81004908,17
388,2014-11-09,347.67065,350.0,338.66092,350.0,19.35630129,24
389,2014-11-10,350.04915,370.0,350.04915,355.0,3.56880398,7
390,2014-11-11,367.0,372.63182,360.51753,371.69669,5.42261473,7
391,2014-11-12,383.33812,430.35988,379.99,423.48202,219.46096288,195
392,2014-11-13,423.28208,450.0,380.0,415.00001,65.8841301,133
393,2014-11-14,415.0,417.77095,395.0,395.0,23.16341934,24
